Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR15500973,2022-09-01 00:04:21,2021-08-17 12:36:00,206643,92782014,206643,448,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500973/SRR15500973.lite.1,SRX11800403,R20_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802929,SAMN20836191,simple,410658,soil metagenome,R20a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,8D639C82AB09CD32A87998EF08D185E7,01D218FBB5D105D2B01A9EBAA7FCE018
SRR15500972,2022-09-01 00:04:21,2021-08-17 12:35:48,186445,83713111,186445,448,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR015/15500/SRR15500972/SRR15500972.lite.1,SRX11800404,R21_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802928,SAMN20836192,simple,410658,soil metagenome,R21a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,1BA546A8BD24B69AED73E6EEF164A62A,9F50D95221BE163A4EB43055A2B6DB93
SRR15500971,2022-09-01 00:04:21,2021-08-17 12:36:04,217201,97521905,217201,448,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500971/SRR15500971.lite.1,SRX11800405,R22_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802930,SAMN20836193,simple,410658,soil metagenome,R22a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,08C325630009F8463B88F61F253D9153,0FED5DDA097404E038B31903CF1533C6
SRR15500970,2022-09-01 00:04:21,2021-08-17 12:35:51,219713,98650025,219713,448,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500970/SRR15500970.lite.1,SRX11800406,R23_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802931,SAMN20836194,simple,410658,soil metagenome,R23a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,8E960FDD8582584E523A25B2D5F516F5,4CAA4A99AFC114042365D91E57D89391
SRR15500969,2022-09-01 00:04:21,2021-08-17 12:36:04,198531,89139583,198531,448,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR015/15500/SRR15500969/SRR15500969.lite.1,SRX11800407,R24_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802932,SAMN20836195,simple,410658,soil metagenome,R24a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,AF7289273FFB56B94FEAC60C7D6E4C2A,4ACE7376B78B519E6D9F48B146841E7D
SRR15500968,2022-09-01 00:04:21,2021-08-17 12:35:51,219780,98680104,219780,448,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500968/SRR15500968.lite.1,SRX11800408,R25_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802933,SAMN20836196,simple,410658,soil metagenome,R25a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,586AD02D873FB2524A655A17C8CF413B,39E3FA45F061E53AE4C30FAE7E633AF7
SRR15500967,2022-09-01 00:04:21,2021-08-17 12:35:53,215280,96659332,215280,448,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR015/15500/SRR15500967/SRR15500967.lite.1,SRX11800409,R26_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802934,SAMN20836197,simple,410658,soil metagenome,R26a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,AC99F4B7529A288692F0311695FC5038,54E188C4E5A9E2680C053DF703581FCD
SRR15500966,2022-09-01 00:04:21,2021-08-17 12:35:48,197680,88757491,197680,448,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500966/SRR15500966.lite.1,SRX11800410,R27_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802935,SAMN20836198,simple,410658,soil metagenome,R27a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,6AFEF83F1D4F25CDB2B757886F035DA6,888203B600E91A38717BDC0C03B8E22D
SRR15500964,2022-09-01 00:04:21,2021-08-17 12:35:45,151519,68031521,151519,448,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500964/SRR15500964.lite.1,SRX11800412,R28_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802936,SAMN20836199,simple,410658,soil metagenome,R28a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,FC28FE03BBC21C2FEB04D0784E6AA94E,A1E70FDFDA653A54851ABFA87A1B4B1D
SRR15500963,2022-09-01 00:04:21,2021-08-17 12:35:53,213887,96034456,213887,448,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR015/15500/SRR15500963/SRR15500963.lite.1,SRX11800413,R29_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802938,SAMN20836200,simple,410658,soil metagenome,R29a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,D7043C564FE325414B7CF3D54D1ACB20,3DFA09389597006CD57EADDE2D92DBB9
SRR15500962,2022-09-01 00:04:21,2021-08-17 12:35:57,200071,89831073,200071,448,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500962/SRR15500962.lite.1,SRX11800414,R30_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802939,SAMN20836201,simple,410658,soil metagenome,R30a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,5F78624BB276404520265B43721E5312,2E1F36F1241228FB6989BAA31C621093
SRR15500961,2022-09-01 00:04:21,2021-08-17 12:35:51,204697,91908036,204697,448,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500961/SRR15500961.lite.1,SRX11800415,R31_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802940,SAMN20836202,simple,410658,soil metagenome,R31a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,5E9F4B803CA5CAC05E774D7918905ACA,7305E01FAD4147461EFF9F6B5F9C386D
SRR15500960,2022-09-01 00:04:21,2021-08-17 12:35:55,200830,90171163,200830,448,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500960/SRR15500960.lite.1,SRX11800416,R32_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802941,SAMN20836203,simple,410658,soil metagenome,R32a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,EEC6FFBE6D73195C32E552E3520BC27C,038A70A82C79D7CC3A5DF3212F002471
SRR15500959,2022-09-01 00:04:21,2021-08-17 12:35:43,170798,76687139,170798,448,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500959/SRR15500959.lite.1,SRX11800417,R33_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802942,SAMN20836204,simple,410658,soil metagenome,R33a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,619AFD682A8265EF3432F4D736AA3901,48F88653E0107F9019B3519A7992DF06
SRR15500958,2022-09-01 00:04:21,2021-08-17 12:35:44,109653,49233237,109653,448,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500958/SRR15500958.lite.1,SRX11800418,R34_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802943,SAMN20836205,simple,410658,soil metagenome,R34a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,2C4BC9F00D3212F20FB2590D7043C1E7,EB47E8477E11B36FCA2AE3B9DAFC3450
SRR15500986,2022-09-01 00:04:20,2021-08-17 12:36:11,198314,89042166,198314,448,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500986/SRR15500986.lite.1,SRX11800390,R7_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802915,SAMN20836179,simple,410658,soil metagenome,R7a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,FAE9C3A90FC143F35E29B72B4F1F0C84,8CB00ADEBC7051895AC16211BCCF45FC
SRR15500985,2022-09-01 00:04:20,2021-08-17 12:36:16,211968,95172669,211968,448,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500985/SRR15500985.lite.1,SRX11800391,R8_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802916,SAMN20836180,simple,410658,soil metagenome,R8a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,958A58DC5D27ADC9AB9D6411EB540FFA,D355011CEA4DF930BDF59FA97410D070
SRR15500984,2022-09-01 00:04:20,2021-08-17 12:36:14,214503,96310558,214503,448,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500984/SRR15500984.lite.1,SRX11800392,R9_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802917,SAMN20836181,simple,410658,soil metagenome,R9a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,C8761009D938A7F7D6B671A0D08798B0,AA0C00A52E8D00495B4358A3EC7A6895
SRR15501020,2022-09-01 00:04:20,2021-08-17 12:37:11,214055,96109624,214055,448,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15501/SRR15501020/SRR15501020.lite.1,SRX11800356,M19_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802882,SAMN20836152,simple,410658,soil metagenome,M19a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,2B38E4A4E0C8BEA1071DE6416A8CF7E5,D994AA57C66380B2DA829112E3BD3F07
SRR15501015,2022-09-01 00:04:20,2021-08-17 12:36:38,184812,82979507,184812,448,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15501/SRR15501015/SRR15501015.lite.1,SRX11800361,M20_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802886,SAMN20836153,simple,410658,soil metagenome,M20a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,B11CECBD7B8773EE49003A1832585138,F0FE670DF815B1D6C9A1AE5BEFE5DE94
SRR15501014,2022-09-01 00:04:20,2021-08-17 12:36:36,218525,98116273,218525,448,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15501/SRR15501014/SRR15501014.lite.1,SRX11800362,M21_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802887,SAMN20836154,simple,410658,soil metagenome,M21a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,6D94C26821E15D8B9D6E2192C5E80E6E,3B268C239D9EFA2F4A0DA806F6C61397
SRR15501013,2022-09-01 00:04:20,2021-08-17 12:36:36,207469,93152820,207469,448,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15501/SRR15501013/SRR15501013.lite.1,SRX11800363,M22_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802888,SAMN20836155,simple,410658,soil metagenome,M22a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,FF8F0F7EE3CACBD66119863B1EAFFD91,61308D7381C29F9410B0766C2FA60375
SRR15501012,2022-09-01 00:04:20,2021-08-17 12:36:34,205192,92130436,205192,448,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15501/SRR15501012/SRR15501012.lite.1,SRX11800364,M24_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802889,SAMN20836156,simple,410658,soil metagenome,M24a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,5D0C8BBCC389AF4C9F121F8646CBBF33,9D6C3E6AF01B4423F5D9CCB7D43D046E
SRR15501011,2022-09-01 00:04:20,2021-08-17 12:36:30,192828,86578641,192828,448,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15501/SRR15501011/SRR15501011.lite.1,SRX11800365,M29_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802890,SAMN20836157,simple,410658,soil metagenome,M29a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,10B2C9B6C0A5565E8B9AE9ED6A87D3E9,F296B632B3C5E8323424685394045C68
SRR15501010,2022-09-01 00:04:20,2021-08-17 12:36:33,200610,90072905,200610,448,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15501/SRR15501010/SRR15501010.lite.1,SRX11800366,M31_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802891,SAMN20836158,simple,410658,soil metagenome,M31a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,E2CFE7F4BA3053AF59C859259186345D,29AF0C5A7583B436CFDAB2659A376822
SRR15501008,2022-09-01 00:04:20,2021-08-17 12:36:28,193585,86918782,193585,448,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR015/15501/SRR15501008/SRR15501008.lite.1,SRX11800368,M32_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802893,SAMN20836159,simple,410658,soil metagenome,M32a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,CF3A18B3F356ECCF4996F2739064BF58,C4E700986FB4970A0B5BA743D4D986FF
SRR15501007,2022-09-01 00:04:20,2021-08-17 12:36:31,216579,97242897,216579,448,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15501/SRR15501007/SRR15501007.lite.1,SRX11800369,M33_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802895,SAMN20836160,simple,410658,soil metagenome,M33a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,501EC90FA06E88C88F80F52AA3FFE991,A8E8507A2D08A84962CED24D7B279D97
SRR15501006,2022-09-01 00:04:20,2021-08-17 12:36:22,196866,88391623,196866,448,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15501/SRR15501006/SRR15501006.lite.1,SRX11800370,M34_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802894,SAMN20836161,simple,410658,soil metagenome,M34a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,8A7E1F696F536998FC02E5D05746118F,F09A75204D765CC21A2854DB60A09A52
SRR15501005,2022-09-01 00:04:20,2021-08-17 12:36:36,197587,88715701,197587,448,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15501/SRR15501005/SRR15501005.lite.1,SRX11800371,M36_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802896,SAMN20836162,simple,410658,soil metagenome,M36a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,440A86E83001BC9B878E6F5CCB20EB4B,8627A4578E2799916EF3558D5657A66F
SRR15501009,2022-09-01 00:04:20,2021-08-17 12:36:34,214442,96283482,214442,448,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15501/SRR15501009/SRR15501009.lite.1,SRX11800367,M3_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802892,SAMN20836141,simple,410658,soil metagenome,M3a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,41D4DCCE6813AC6C28CDAC298C1B5900,F2D4FECFB937745F9B1D9424A8FB70B0
SRR15501004,2022-09-01 00:04:20,2021-08-17 12:36:18,208173,93468887,208173,448,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15501/SRR15501004/SRR15501004.lite.1,SRX11800372,M40_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802897,SAMN20836163,simple,410658,soil metagenome,M40a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,6A27DB798E27B4EDC02DD7FD221D7D92,46917B28A19382F6F1226A07C615C22F
SRR15501003,2022-09-01 00:04:20,2021-08-17 12:36:26,187770,84308004,187770,448,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR015/15501/SRR15501003/SRR15501003.lite.1,SRX11800373,M41_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802898,SAMN20836164,simple,410658,soil metagenome,M41a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,167C057C3CAD85E6529E2A7E305EEA1B,7788EC5FCD2BAFFF0640C59927EA21CD
SRR15501002,2022-09-01 00:04:20,2021-08-17 12:36:23,219575,98588277,219575,448,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15501/SRR15501002/SRR15501002.lite.1,SRX11800374,M42_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802899,SAMN20836165,simple,410658,soil metagenome,M42a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,7A4EC9FC9E2E072AD70E5BFE94D68092,1D0958FAA9C9415C7A9344BE8F9F08D3
SRR15501001,2022-09-01 00:04:20,2021-08-17 12:36:30,193495,86878370,193495,448,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15501/SRR15501001/SRR15501001.lite.1,SRX11800375,M43_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802900,SAMN20836166,simple,410658,soil metagenome,M43a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,0A356A26FE3C929FD95F72EC9B7ACECE,471D2735198352DD818406F6A47FDFF8
SRR15501000,2022-09-01 00:04:20,2021-08-17 12:36:17,214333,96234798,214333,448,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15501/SRR15501000/SRR15501000.lite.1,SRX11800376,M44_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802901,SAMN20836167,simple,410658,soil metagenome,M44a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,BD93A55344889E6C4AEB5A9C5D0D0163,7877A27B2EC99F62BE9C386D083FCD52
SRR15500999,2022-09-01 00:04:20,2021-08-17 12:36:27,191274,85881411,191274,448,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500999/SRR15500999.lite.1,SRX11800377,M45_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802902,SAMN20836168,simple,410658,soil metagenome,M45a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,8E7289816138ECDE538654A5B88C5A7B,70A57B58163BDD2C6FE82EE77D2FB697
SRR15501027,2022-09-01 00:04:19,2021-08-17 12:36:51,207089,92360618,207089,445,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15501/SRR15501027/SRR15501027.lite.1,SRX11800349,M45_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802873,SAMN20836235,simple,410658,soil metagenome,M45b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,85DCD2D9EC0A6EA9ADEF2023FAE4A076,3B493D2852144C8936FD1658E7DB7A28
SRR15500997,2022-09-01 00:04:20,2021-08-17 12:36:28,204305,91731876,204305,448,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500997/SRR15500997.lite.1,SRX11800379,M46_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802904,SAMN20836169,simple,410658,soil metagenome,M46a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,326B6AF8B48529F9B546B7BC8528F109,656C8180435A7971C33D0840EA74AE83
SRR15501026,2022-09-01 00:04:20,2021-08-17 12:37:10,219193,97758658,219193,445,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15501/SRR15501026/SRR15501026.lite.1,SRX11800350,M46_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802875,SAMN20836236,simple,410658,soil metagenome,M46b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,34AD94A4A0C30D53D80F718CB37FC698,1415228300CEB5C6DEB7F23F9C0C0548
SRR15500996,2022-09-01 00:04:20,2021-08-17 12:36:20,219313,98470476,219313,448,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500996/SRR15500996.lite.1,SRX11800380,M47_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802905,SAMN20836170,simple,410658,soil metagenome,M47a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,96038EABC207216B7D1B2C4D57424ED1,0583B5B669331791BB81016CCBCF9C9E
SRR15501025,2022-09-01 00:04:20,2021-08-17 12:36:46,197527,88096339,197527,445,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15501/SRR15501025/SRR15501025.lite.1,SRX11800351,M47_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802876,SAMN20836237,simple,410658,soil metagenome,M47b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,F18021FE813867732F0FEEF568229049,B6AEB18C33F83D3D90E38B5B8E33D2F6
SRR15500995,2022-09-01 00:04:20,2021-08-17 12:36:20,190082,85346109,190082,448,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500995/SRR15500995.lite.1,SRX11800381,M48_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802909,SAMN20836171,simple,410658,soil metagenome,M48a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,A3BDECAD62F143186816869252A17063,A7296916DFEB1FB20F9EC2F64C4DA4C0
SRR15501024,2022-09-01 00:04:20,2021-08-17 12:36:42,187782,83749911,187782,445,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15501/SRR15501024/SRR15501024.lite.1,SRX11800352,M48_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802877,SAMN20836238,simple,410658,soil metagenome,M48b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,67F0DA144C8D11A8B56FF93010B7AA1D,B9B7875EFD33CBBD8AACB60B88A7A3F0
